11.08;8.87
11.10;8.88
11.13;8.89
11.15;8.91
11.18;8.92
11.20;8.93
11.21;8.95
11.22;8.96
11.23;8.98
11.23;8.99
11.23;9.00
11.21;9.01
11.20;9.02
11.18;9.03
11.16;9.04
11.13;9.05
11.10;9.05
11.07;9.06
11.03;9.05
10.99;9.05
10.94;9.05
10.90;9.05
10.85;9.04
10.81;9.03
10.76;9.03
10.71;9.01
10.67;9.01
10.63;8.99
10.59;8.98
10.56;8.96
10.54;8.94
10.52;8.93
10.50;8.92
10.49;8.90
10.48;8.89
10.48;8.88
10.48;8.85
10.48;8.85
10.49;8.84
10.49;8.83
10.51;8.82
10.52;8.82
10.53;8.81
10.54;8.81
10.55;8.81
10.56;8.81
10.57;8.81
10.57;8.80
10.57;8.81
10.56;8.81
10.55;8.81
10.54;8.81
10.52;8.81
10.50;8.80
10.47;8.81
10.44;8.80
10.42;8.80
10.38;8.79
10.34;8.79
10.30;8.78
10.26;8.77
10.22;8.76
10.17;8.75
10.13;8.74
10.09;8.72
10.05;8.70
10.01;8.69
9.99;8.67
9.96;8.66
9.94;8.64
9.92;8.63
9.91;8.61
9.90;8.59
9.90;8.58
9.90;8.56
9.91;8.55
9.92;8.54
9.93;8.53
9.94;8.52
9.96;8.51
9.97;8.51
9.99;8.51
10.01;8.50
10.03;8.50
10.05;8.50
10.06;8.50
10.08;8.50
10.09;8.51
10.09;8.51
10.10;8.51
10.09;8.51
10.08;8.52
10.07;8.52
10.05;8.52
10.03;8.52
10.01;8.53
9.99;8.52
9.95;8.52
9.92;8.51
9.88;8.51
9.85;8.50
9.81;8.49
9.77;8.49
9.75;8.48
9.69;8.47
9.66;8.45
9.62;8.44
9.62;8.42
9.58;8.41
9.56;8.39
9.56;8.38
9.55;8.36
9.55;8.35
9.55;8.34
9.56;8.33
9.56;8.32
9.58;8.31
9.60;8.30
9.61;8.29
9.63;8.29
9.65;8.29
9.67;8.28
9.69;8.28
9.71;8.28
9.74;8.28
9.76;8.29
9.77;8.29
9.78;8.29
9.80;8.30
9.80;8.30
9.80;8.31
9.79;8.31
9.78;8.32
9.77;8.32
9.75;8.32
9.73;8.32
9.71;8.32
9.68;8.32
9.65;8.32
9.61;8.31
9.58;8.31
9.54;8.31
9.51;8.30
9.47;8.29
9.43;8.27
9.40;8.26
9.37;8.25
9.35;8.24
9.33;8.22
9.32;8.21
9.31;8.19
9.31;8.18
9.31;8.17
9.31;8.15
9.32;8.14
9.33;8.13
9.34;8.13
9.37;8.12
9.38;8.12
9.40;8.11
9.43;8.11
9.45;8.11
9.48;8.11
9.50;8.11
9.53;8.11
9.55;8.11.
9.57;8.12
9.59;8.13
9.60;8.13
9.61;8.14
9.61;8.15
9.61;8.15
9.60;8.16
9.59;8.16
9.58;8.17
9.56;8.17
9.53;8.17
9.51;8.17
9.48;8.17
9.45;8.17
9.42;8.16
9.39;8.16
9.35;8.15
9.31;8.15
9.28;8.14
9.25;8.13
9.22;8.11
9.20;8.10
9.18;8.08
9.17;8.07
9.17;8.06
9.16;8.05
9.17;8.04
9.17;8.02
9.18;8.01
9.19;8.01
9.21;8.00
9.22;7.99
9.24;7.99
9.27;7.99
9.29;7.99
9.32;7.99
9.35;7.99
9.37;7.99
9.40;7.99
9.42;7.99
9.44;8.00
9.45;8.01
9.47;8.01
9.47;8.02
9.48;8.03
9.47;8.04
9.46;8.04
9.46;8.04
9.44;8.05
9.42;8.05
9.40;8.05
9.37;8.05
9.35;8.05
9.32;8.05
9.29;8.05
9.25;8.04
9.22;8.04
9.18;8.03
9.15;8.02
9.12;8.01
9.09;8.00
9.07;7.99
9.05;7.98
9.04;7.96
9.03;7.95
9.03;7.94
9.04;7.92
9.05;7.91
9.06;7.91
9.08;7.90
9.10;7.90
9.12;7.89
9.14;7.88
9.16;7.88
9.19;7.88
;
;
;
