11.96;9.2
11.98;9.21
11.99;9.22
12;9.24
12.01;9.25
12.03;9.26
12.03;9.27
12.03;9.29
12.03;9.3
12.02;9.31
12.01;9.32
11.99;9.33
11.97;9.34
11.93;9.35
11.9;9.35
11.87;9.35
11.82;9.35
11.78;9.35
11.73;9.35
11.68;9.35
11.63;9.35
11.57;9.34
11.52;9.33
11.46;9.32
11.41;9.31
11.35;9.3
11.3;9.28
11.26;9.27
11.22;9.25
11.19;9.24
11.16;9.22
11.14;9.2
11.12;9.18
11.12;9.17
11.11;9.15
11.11;9.14
11.11;9.13
11.11;9.12
11.12;9.11
11.13;9.1
11.14;9.09
11.15;9.08
11.16;9.08
11.18;9.08
11.19;9.08
11.2;9.08
11.21;9.08
11.22;9.08
11.22;9.08
11.21;9.08
11.2;9.08
11.19;9.08
11.17;9.08
11.14;9.09
11.12;9.08
11.08;9.08
11.05;9.08
11.01;9.08
10.97;9.07
10.92;9.06
10.87;9.06
10.82;9.05
10.78;9.03
10.73;9.02
10.68;9.01
10.63;9
10.58;8.98
10.55;8.97
10.52;8.95
10.5;8.93
10.48;8.91
10.46;8.89
10.45;8.88
10.45;8.86
10.45;8.84
10.45;8.83
10.46;8.82
10.47;8.81
10.48;8.8
10.5;8.79
10.52;8.79
10.53;8.78
10.57;8.77
10.6;8.77
10.61;8.77
10.62;8.77
10.64;8.77
10.64;8.77
10.64;8.78
10.64;8.78
10.63;8.78
10.59;8.79
10.57;8.78
10.55;8.79
10.52;8.78
10.48;8.78
10.44;8.78
10.4;8.77
10.36;8.76
10.32;8.75
10.27;8.74
10.23;8.73
10.18;8.72
10.14;8.7
10.1;8.69
10.07;8.67
10.04;8.66
10.03;8.64
10.01;8.63
10.01;8.61
10;8.59
10.01;8.58
10.01;8.57
10.02;8.55
10.03;8.54
10.05;8.54
10.07;8.53
10.09;8.52
10.12;8.52
10.14;8.51
10.16;8.51
10.19;8.51
10.21;8.51
10.24;8.52
10.26;8.52
10.27;8.53
10.28;8.53
10.29;8.54
10.28;8.54
10.28;8.54
10.27;8.55
10.25;8.55
10.24;8.56
10.21;8.56
10.19;8.56
10.15;8.56
10.12;8.56
10.08;8.55
10.05;8.55
10.01;8.55
9.96;8.54
9.91;8.53
9.87;8.52
9.83;8.51
9.78;8.5
9.73;8.49
9.69;8.47
9.66;8.45
9.64;8.44
9.61;8.42
9.6;8.41
9.59;8.39
9.59;8.37
9.59;8.35
9.6;8.34
9.59;8.33
9.61;8.31
9.63;8.31
9.65;8.3
9.67;8.29
9.69;8.28
9.72;8.28
9.74;8.28
9.78;8.28
9.8;8.28
9.83;8.28
9.86;8.29
9.89;8.29
9.92;8.29
9.93;8.3
9.94;8.3
9.95;8.31
9.96;8.31
9.96;8.33
9.95;8.33
9.94;8.33
9.92;8.34
9.9;8.35
9.88;8.35
9.85;8.35
9.82;8.35
9.78;8.35
9.75;8.34
9.72;8.33
9.69;8.33
9.66;8.32
9.64;8.31
9.62;8.31
9.61;8.29
9.61;8.29
9.61;8.27
9.61;8.26
9.62;8.26
9.63;8.25
9.65;8.24
9.67;8.24
9.69;8.24
9.71;8.23
9.74;8.23
9.77;8.23
9.79;8.23
9.82;8.24
9.85;8.24
9.88;8.24
9.91;8.25
9.93;8.26
9.95;8.26
9.96;8.27
9.97;8.29
9.98;8.29
9.98;8.3
9.97;8.31
9.96;8.31
9.94;8.32
9.92;8.33
9.9;8.33
9.87;8.33
9.85;8.33
9.81;8.33
9.77;8.33
9.74;8.33
9.69;8.31
9.65;8.31
9.61;8.3
9.57;8.29
9.53;8.28
9.49;8.26
9.46;8.26
9.44;8.24
9.42;8.22
9.42;8.21
9.41;8.2
9.41;8.18
9.42;8.17
9.43;8.16
9.44;8.15
9.46;8.14
9.48;8.13
9.51;8.13
9.53;8.13
